donor_id,first_name,last_name,email,phone,address_line1,city,postcode,acquisition_date,acquisition_channel,donor_status,communication_preference
6206,Georgina,Thompson,georgina.thompson@btinternet.com,+44(0)1134960317,"Flat 84
Bethany parkway",Bristol,W0C 3BA,2024-05-31,Direct Mail,Active,Email
6207,Gerald,Jackson,gerald.jackson@hotmail.co.uk,+44(0)1632960329,"Studio 87
Teresa squares",East Christineborough,G8U 7UQ,2024-10-31,Telemarkating,Lapsed,Post
6208,Kimberley,Willis,kimberley.willis@btinternet.com,+44161 4960277,815 Kathleen junction,Pearsonmouth,E36 6TB,2023-01-10,Online,Active,Post
6209,Margaret,Andrews,margaret.andrews@gmail.com,(0116) 4960553,"Studio 1
Bishop manors",Liverpool,W6 9WH,2024-05-23,Telemarkating,Lapsed,Email
6210,Liam,Kirby,liam.kirby@outlook.com,,"Studio 9
Joseph loaf",London,L3 1JS,2022-12-29,Direct Mail,Active,None
6211,Fiona,Ward,fiona.ward@gmail.com,0292018664,976 Barnes gateway,Bristol,LN0 6ES,2023-07-18,Direct Mail,Active,Email
6212,Duncan,Barnes,duncan.barnes@yahoo.co.uk,01154960718,"Studio 2
Fisher point",Nottingham,L0F 1RS,2023-06-20,Online,Lapsed,Phone
6213,Adrian,Barber,adrian.barber@yahoo.co.uk,,86 Guy wells,London,G1T 3LZ,2024-06-25,Direct Mail,Active,Email
6214,Clare,Brookes,clare.brookes@yahoo.co.uk,+44(0)1632 960989,135 Damien squares,Manchester,B5D 7AL,2024-12-07,Online,Lapsed,Email
6215,Denise,Howe,denise.howe@hotmail.co.uk,(0161) 4960311,"Flat 1
Ferguson causeway",Bristol,S1B 8TL,2024-10-12,Telemarkating,Lapsed,Phone
6216,Jade,Thomas,jade.thomas@hotmail.co.uk,028 9018280,"Studio 43T
Jennings springs",Newcastle,N5U 5YB,2021-03-16,Online,Active,Email
6217,Joanne,Bailey,joanne.bailey@yahoo.co.uk,(0131)4960855,"Flat 74T
Sian mount",Birmingham,E4A 3PR,2021-07-12,Event,Active,Email
6218,Damian,Miah,damian.miah@btinternet.com,0909 8790576,"Flat 10
Brooks key",Bristol,G0 6ZF,2024-03-02,Online,Lapsed,Email
6219,Christopher,Davey,,,37 White mission,London,S1G 1BF,2024-05-25,Online,Lapsed,Email
6220,Cheryl,Allen,cheryl.allen@btinternet.com,+441154960248,"Studio 0
Russell stravenue",Sheffield,WF44 8NY,2022-07-13,Online,Active,Email
6221,June,Roberts,june.roberts@gmail.com,,"Studio 97g
Robertson park",Turnerport,B65 9BL,2022-04-06,Event,Active,Phone
6222,Bruce,Jones,bruce.jones@outlook.com,0306 9990262,"Flat 8
Victoria shore",Newcastle,RH8 7JN,2023-11-09,Online,Active,Post
6223,Antony,Holt,antony.holt@outlook.com,+441414960350,099 Toby track,Stephensonton,GP57 4NF,2020-02-09,Event,Active,Post
6224,Aaron,Wyatt,aaron.wyatt@outlook.com,(0151)4960267,"Studio 84
Bradshaw meadows",Manchester,B4 3PU,2021-05-09,Telemarkating,Active,Phone
6225,Heather,Morrison,heather.morrison,(0909) 879 0135,"Flat 47v
Emily trail",Elizabethborough,L4 0ZD,2024-01-19,Online,Active,Post
6226,Kieran,Dawson,,0161 496 0060,3 Nolan prairie,New Owen,ML22 0WF,2024-03-23,Online,Lapsed,Phone
6227,Jayne,Farrell,jayne.farrell@gmail.com,0909 8790235,"Studio 35O
Lisa unions",Liverpool,B3 8RR,2020-11-16,Online,Active,Post
6228,Amanda,Oliver,amanda.oliver@hotmail.co.uk,01414960019,"Flat 8
Parkin circles",London,M1 3NG,2024-10-09,Event,Lapsed,Phone
6229,Marion,Farrell,marion.farrell@yahoo.co.uk,+44191 496 0030,"Flat 5
Matthew loaf",London,HS8Y 5HH,2021-03-05,Online,Active,Phone
6230,Abdul,Harper,abdul.harper@btinternet.com,01144960022,"Studio 6
Lambert rue",London,SR7P 8DH,2021-12-22,Event,Active,Post
6231,Mohammad,Murphy,mohammad.murphy@outlook.com,(0115) 496 0163,"Flat 31h
Gregory field",Birmingham,M9B 2RT,2020-09-28,Online,Active,Post
6232,Simon,Ashton,simon.ashton@outlook.com,+44(0)113 4960698,"Studio 0
Mandy radial",Phillipsland,G73 3EJ,2024-09-29,Event,Lapsed,Post
6233,Charlene,Lambert,charlene.lambert@gmail.com,+44(0)1614960183,"Studio 2
Hannah estate",Sheffield,FK4H 8RB,2023-12-16,Online,Active,Email
6234,Brett,Ford,brett.ford@hotmail.co.uk,,"Flat 81o
Martin field",Birmingham,L6A 5PJ,2022-05-10,Online,Active,Email
6235,Jeffrey,Davies,jeffrey.davies@outlook.com,(0191) 496 0131,250 Cox walks,West Kelly,L00 4DD,2022-03-13,Direct Mail,Active,Email
6236,Victor,Harrison,,,"Flat 52
Jones course",London,DP38 9QN,2023-01-15,Direct Mail,Active,Email
6237,Leonard,Butler,leonard.butler@gmail.com,(020)74960721,6 Scott trail,Taylorborough,B7 8TQ,2024-01-24,Online,Lapsed,Phone
6238,Declan,Wilson,declan.wilson@yahoo.co.uk,,"Flat 34
Grace locks",Manchester,L4D 2BU,2020-01-07,Telemarkating,Active,Email
6239,Raymond,Freeman,raymond.freeman@outlook.com,+44191 4960086,579 Mitchell cliff,Port Carolton,B9B 1JA,2024-05-17,Direct Mail,Active,Post
6240,Derek,Hall,derek.hall@btinternet.com,0117 4960637,475 Ryan fort,Kirstyton,B1F 3PG,2022-10-22,Online,Lapsed,Post
6241,Leonard,Johnson,leonard.johnson@btinternet.com,01154960547,"Studio 13o
Smith hill",Stevenshire,RM3E 0WE,2020-07-07,Telemarkating,Active,Email
6242,Andrea,Evans,andrea.evans@outlook.com,02074960917,"Flat 00P
Anthony square",Liverpool,B5 9BS,2023-02-23,Event,Active,Email
6243,Michelle,Stone,michelle.stone@yahoo.co.uk,+44117 4960697,"Studio 37A
Laura roads",Lake James,E3A 9PE,2021-01-12,Event,Active,Post
6244,Rhys,Freeman,rhys.freeman@yahoo.co.uk,+44(0)118 4960438,"Studio 0
Jones shoal",Leeds,G87 7PZ,2024-02-20,Direct Mail,Active,Post
6245,Timothy,Williams,timothy.williams@gmail.com,+44(0)114 496 0254,4 Anderson island,London,B40 1TZ,2022-12-30,Online,Active,Post
6246,Ross,Palmer,ross.palmer@gmail.com,(0114) 4960275,8 Jennifer ways,Birmingham,M4 0UB,2022-03-28,Direct Mail,Active,Email
6247,Peter,Townsend,peter.townsend@gmail.com,,"Flat 0
Clive lights",Liverpool,HG9 7PJ,2024-05-06,Telemarkating,Active,Post
6248,Oliver,Harvey,oliver.harvey@yahoo.co.uk,0292018620,03 Smith street,West Rhys,L6B 2PE,2023-04-05,Event,Active,Post
6249,Karl,Wallace,karl.wallace@gmail.com,+44(0)114 4960197,00 Teresa ville,London,S58 2EN,2020-09-15,Online,Active,Email
6250,Tina,Bevan,tina.bevan@btinternet.com,+44(0)161 4960194,458 Gray plaza,Cliffordside,G7 4HZ,2023-12-04,Telemarkating,Active,Email
6251,Peter,Kelly,,,23 Brenda islands,Leeds,WA2N 5TB,2022-11-02,Telemarkating,Lapsed,Phone
6252,Bruce,Ball,bruce.ball@yahoo.co.uk,(029) 2018 0161,7 Baker lane,North Heather,G8W 8SS,2023-06-11,Online,Lapsed,Email
6253,Andrea,Wells,andrea.wells@yahoo.co.uk,0808 1570951,35 Anderson road,Turnershire,SA23 9DZ,2020-11-14,Online,Lapsed,Email
6254,Frank,Quinn,frank.quinn@outlook.com,+44114 496 0402,38 Marian flat,Grayport,S8 0BR,2023-06-07,Online,Active,Email
6255,Alan,Porter,alan.porter@outlook.com,,"Studio 21
Jones inlet",Joannebury,FF67 6HI,2021-06-19,Event,Lapsed,Post
6256,Katherine,Brown,katherine.brown@btinternet.com,(0151) 496 0967,"Flat 50
Guy points",Bristol,G1 4EN,2023-01-30,Online,Active,Email
6257,Toby,Smith,toby.smith@hotmail.co.uk,(0131) 496 0865,30 Hall landing,London,PL69 2JA,2020-09-26,Online,Active,Phone
6258,Charlene,Richards,charlene.richards@gmail.com,+44909 879 0106,3 Evans court,Lake Alex,E83 3WB,2024-09-22,Event,Lapsed,Phone
6259,Elliott,Fox,elliott.fox@hotmail.co.uk,(0115) 496 0220,47 Caroline radial,Annaburgh,S1H 4LP,2023-08-06,Online,Active,None
6260,Brett,Walker,brett.walker@outlook.com,+44114 4960369,"Flat 67
Jones walk",London,G0S 9DX,2020-08-11,Event,Lapsed,Email
6261,Jake,Sullivan,jake.sullivan@btinternet.com,+44(0)28 9018 0743,"Studio 05
Elaine circles",Newcastle,N6S 2UP,2022-04-07,Event,Active,Email
6262,Lesley,Woodward,lesley.woodward@hotmail.co.uk,,2 Hall road,South Stanley,M1E 7FB,2022-06-08,Online,Active,Email
6263,Justin,Reid,justin.reid@hotmail.co.uk,+44(0)292018786,"Studio 32o
Adam bypass",Lake Frances,G0K 3GZ,2024-02-02,Event,Active,Email
6264,Frederick,Cole,frederick.cole@outlook.com,+44121 496 0260,"Flat 15
Watson view",London,G2 1AS,2021-09-15,Telemarkating,Lapsed,Email
6265,Elizabeth,Williams,,,"Studio 9
Nicholas vista",North Jane,W3A 7RX,2021-09-15,Direct Mail,Active,Phone
6266,Zoe,Hutchinson,zoe.hutchinson@yahoo.co.uk,+44(0)191 496 0734,881 Carter orchard,London,G23 9SG,2021-07-25,Online,Active,Email
6267,Clare,Moore,clare.moore@hotmail.co.uk,+44(0)121 496 0966,16 Carolyn brook,Port Jamesshire,N53 9PP,2022-05-03,Direct Mail,Active,Email
6268,Julie,Burgess,julie.burgess@outlook.com,+44(0)116 496 0075,272 Mathew radial,Port Dean,S1 2UF,2022-09-28,Online,Active,Email
6269,Sandra,Woods,sandra.woods@btinternet.com,+44118 496 0342,72 Christine pass,Birmingham,WN38 9FZ,2024-06-12,Telemarkating,Active,Email
6270,Antony,Green,antony.green@gmail.com,0808 1570244,"Flat 62
Perry island",South Victorstad,PA54 1EH,2021-03-16,Online,Lapsed,Post
6271,Mark,Barnes,mark.barnes@gmail.com,,"Studio 1
Mahmood summit",Liverpool,E77 6FA,2024-05-03,Direct Mail,Active,Post
6272,Louise,Ahmed,louise.ahmed@hotmail.co.uk,+44(0)28 9018336,105 Evans trafficway,Callumchester,S59 1XY,2024-11-28,Telemarkating,Lapsed,Email
6273,Damian,Robson,damian.robson@outlook.com,,"Flat 46K
Matthew pine",North Marieberg,B52 8FJ,2021-07-31,Online,Active,Phone
6274,Joseph,Fraser,joseph.fraser@hotmail.co.uk,+44131 496 0975,056 Short harbor,Kieranfort,N7 6UE,2024-07-10,Direct Mail,Active,Email
6275,Lynne,Moore,lynne.moore@outlook.com,09098790569,"Studio 8
Knight camp",London,KA7Y 0GH,2022-05-10,Online,Active,Post
6276,Adrian,Marshall,adrian.marshall@gmail.com,0118 4960978,4 Beverley haven,London,M2K 6GY,2022-10-23,Online,Active,Post
6277,Jake,Morris,jake.morris@yahoo.co.uk,0306 999 0038,"Studio 8
Peacock heights",Manchester,DG90 7NS,2022-02-07,Direct Mail,Active,Email
6278,Shaun,Allan,shaun.allan@outlook.com,09098790476,"Studio 19
Parkin glens",London,LL5 5FL,2024-03-05,Direct Mail,Active,Phone
6279,Dylan,Day,dylan.day@hotmail.co.uk,,"Studio 0
Dylan street",North Allanfurt,SK3 6FY,2023-09-26,Telemarkating,Lapsed,Phone
6280,Ben,Patterson,ben.patterson@outlook.com,+442074960088,"Studio 9
Tina corners",New Amy,TD8 2SG,2023-02-19,Telemarkating,Active,Email
6281,Francis,Brooks,francis.brooks@hotmail.co.uk,(0808) 1570389,"Flat 9
Donna lock",Lewistown,LS5B 0YD,2022-09-07,Online,Lapsed,Post
6282,Andrew,Norman,andrew.norman@btinternet.com,+441414960093,67 Alison tunnel,Liverpool,W5A 8DN,2024-06-03,Event,Active,Email
6283,Christian,Turner,christian.turner@btinternet.com,+44(0)1144960699,8 Bibi square,Birmingham,QO64 1SS,2022-07-12,Online,Active,Post
6284,Pauline,Lowe,pauline.lowe@gmail.com,+44(0)113 496 0563,"Flat 8
Shirley parkway",London,B4 0AU,2021-08-02,Telemarkating,Active,Email
6285,Fiona,Roberts,,(020)74960593,"Flat 2
Samantha stream",London,WR94 2ET,2022-09-10,Telemarkating,Active,Email
6286,Michael,Moore,michael.moore@hotmail.co.uk,01314960643,"Flat 83
Gerard forges",South Antonymouth,W65 2LW,2020-12-26,Direct Mail,Active,Email
6287,Carl,Hill,carl.hill@hotmail.co.uk,+44(0)114 496 0066,"Studio 17
Randall plains",Douglasmouth,S5 3ZN,2024-01-10,Direct Mail,Lapsed,Email
6288,Denis,Green,denis.green@gmail.com,+44113 496 0072,994 Derek port,South Jack,L6 7ND,2023-09-11,Online,Active,Post
6289,Karl,Watson,karl.watson@btinternet.com,+441154960523,"Studio 67T
Wood viaduct",Kennethbury,SL0Y 8QJ,2024-05-02,Telemarkating,Lapsed,Email
6290,Naomi,Day,naomi.day@btinternet.com,0808 157 0627,6 O'Neill mountain,Garrymouth,N8 1XW,2022-08-10,Online,Active,Post
6291,Karl,Smith,karl.smith@hotmail.co.uk,+44(0)1314960804,1 Jade crossroad,West Jason,B72 6XZ,2023-07-19,Direct Mail,Active,Phone
6292,Ann,Morris,ann.morris@btinternet.com,+44(0)118 496 0559,"Flat 01
Jamie mill",Birmingham,HR7P 3JT,2021-06-12,Online,Active,Email
6293,Wendy,Baker,wendy.baker@gmail.com,(0161)4960522,"Flat 78x
Davies place",Bristol,G5 8XJ,2021-04-11,Online,Lapsed,Post
6294,Holly,Lyons,holly.lyons@yahoo.co.uk,0808 157 0117,"Studio 5
Lee expressway",Lake Brian,TW1 3AX,2022-11-15,Online,Active,Post
6295,Bernard,Hicks,bernard.hicks@outlook.com,+44909 8790657,072 Vanessa bridge,South Garybury,G2 5PT,2021-09-16,Event,Active,Email
6296,Melanie,Pearson,melanie.pearson@outlook.com,+4429 2018574,19 Davis prairie,Bradleychester,WV6N 8UA,2023-04-28,Telemarkating,Active,Email
6297,Phillip,Kemp,phillip.kemp@btinternet.com,+44(0)1144960154,149 Roberts haven,Kaurport,PR77 6KM,2023-05-13,Telemarkating,Active,Post
6298,Patrick,Baker,patrick.baker@hotmail.co.uk,+44113 4960228,"Flat 8
Elliot overpass",Newcastle,N5 8NY,2022-08-13,Direct Mail,Active,Post
6299,John,Mitchell,john.mitchell@hotmail.co.uk,+44(0)1632 960 290,"Flat 6
Jordan drive",Gillianberg,E6 7FB,2024-09-25,Online,Lapsed,Email
6300,Jacob,Ross,jacob.ross@yahoo.co.uk,,8 White brook,Stanleyshire,NG8E 1GQ,2022-06-25,Online,Active,Email
6301,Matthew,Hart,matthew.hart,+44(0)29 2018 0339,"Studio 93n
Smith mountains",Newcastle,LK17 3QT,2021-11-15,Online,Lapsed,Email
6302,Jessica,Rhodes,jessica.rhodes@outlook.com,+44(0)121 4960525,"Flat 97
Cooper highway",Nataliefort,G28 0WF,2024-11-18,Online,Lapsed,Email
6303,Jessica,Miah,jessica.miah@yahoo.co.uk,0808 157 0499,"Flat 0
James extension",Liverpool,RH7 5AG,2021-01-08,Telemarkating,Active,Post
6304,Jennifer,Johnson,jennifer.johnson@outlook.com,(0117) 496 0187,192 Douglas crescent,Leeds,HA59 5NH,2024-07-16,Online,Lapsed,Phone
6305,Terence,Simpson,terence.simpson@yahoo.co.uk,(0151)4960541,3 Bryan shoals,London,L7S 7FW,2022-11-16,Online,Active,Post
6306,Michelle,Ford,michelle.ford@btinternet.com,+44191 4960149,51 Watkins cape,New Angela,FK7 0WJ,2024-09-17,Event,Lapsed,Phone
6307,Glenn,Marshall,glenn.marshall@outlook.com,01914960270,029 Todd mall,Nigelmouth,CR4A 9DQ,2024-07-21,Online,Active,Email
6308,Kimberley,Metcalfe,kimberley.metcalfe@hotmail.co.uk,+44(0)29 2018253,896 Williams via,New Abigail,G42 2QF,2020-02-09,Telemarkating,Active,Email
6309,Brian,Gregory,brian.gregory@gmail.com,+44(0)28 9018769,28 Justin brook,London,W75 6XB,2024-11-19,Online,Lapsed,Email
6310,Brett,Smith,brett.smith@outlook.com,0306 9990725,"Studio 31N
Charlie island",Newcastle,W96 0FY,2020-12-18,Online,Active,Phone
6311,Justin,Jones,justin.jones@btinternet.com,,7 Hughes pine,Sheffield,DH63 3HW,2020-06-27,Direct Mail,Active,Email
6312,Gary,Johnson,gary.johnson@btinternet.com,+44131 4960036,"Studio 5
Brown harbor",Lucyfort,SG4E 7SP,2022-11-09,Online,Active,Email
6313,Jonathan,Nolan,jonathan.nolan@gmail.com,,"Flat 4
Mandy manors",London,W2S 1ZX,2024-05-22,Direct Mail,Active,Email
6314,Anna,Evans,anna.evans@outlook.com,,"Flat 98B
Roy lakes",Sheffield,NP20 4JN,2023-06-21,Online,Active,Email
6315,Stephanie,Bruce,stephanie.bruce,(0118)4960371,87 Brennan greens,London,N3J 1PP,2023-11-20,Online,Lapsed,Post
6316,Robin,Jones,robin.jones@btinternet.com,01174960727,37 Jeffrey light,Leeds,SP26 3XP,2023-09-07,Event,Lapsed,Phone
6317,Joan,Cunningham,joan.cunningham@gmail.com,(01632)960583,"Flat 59J
Ellis route",Lake Stuartfort,M20 8LP,2021-09-01,Online,Active,Email
6318,Craig,Lee,craig.lee,(0114) 496 0161,18 Louis pass,Manchester,BL9 1EB,2021-11-04,Telemarkating,Active,Post
6319,Joyce,Allen,joyce.allen@outlook.com,+44(0)1414960161,4 Schofield cliff,New Kayleigh,WC93 2BS,2023-07-14,Direct Mail,Active,Email
6320,John,Abbott,john.abbott@gmail.com,,801 Alice courts,London,L44 5HL,2023-11-22,Event,Active,Post
6321,Damien,Harrison,,(0131) 4960788,528 Bethany meadows,Angelaland,G33 1ZN,2022-04-13,Event,Active,Email
6322,Janet,James,janet.james@btinternet.com,,"Studio 35U
Sara expressway",London,WV11 4HY,2023-02-13,Direct Mail,Active,Email
6323,Gemma,Fraser,gemma.fraser@btinternet.com,01174960659,"Flat 66
Justin club",Birmingham,L09 0ZR,2024-07-01,Telemarkating,Active,Email
6324,Beverley,Moore,beverley.moore@outlook.com,+44(0)909 879 0433,07 Finch manors,Leeds,E8J 5FR,2024-05-07,Direct Mail,Lapsed,Post
6325,Neil,Jackson,neil.jackson@btinternet.com,(0191) 4960750,"Flat 83
Butler path",Fieldhaven,LU86 5JW,2024-07-20,Direct Mail,Active,Phone
6326,Kevin,Parry,kevin.parry@outlook.com,,707 Evans rue,Manchester,E83 8AY,2021-07-17,Online,Active,Post
6327,Margaret,Smith,margaret.smith@hotmail.co.uk,0114 4960431,97 West squares,Manchester,EH76 2GL,2024-12-07,Telemarkating,Lapsed,Post
6328,Diane,Webster,diane.webster@btinternet.com,(0131) 496 0780,73 Andrew square,London,TS8 7RA,2023-10-01,Online,Lapsed,None
6329,Karl,Roberts,karl.roberts@outlook.com,+44(0)131 496 0443,"Studio 6
Duncan road",Lake Joshstad,B4 3SX,2022-02-23,Event,Active,Post
6330,James,Parry,james.parry@yahoo.co.uk,+441184960169,"Studio 6
French gateway",Foxborough,E8A 6GE,2023-05-20,Direct Mail,Lapsed,None
6331,Leslie,Clark,leslie.clark@yahoo.co.uk,+441632 960 165,431 Anna path,London,E6K 6BX,2023-01-20,Telemarkating,Active,Email
6332,Jodie,Allen,jodie.allen@outlook.com,,"Flat 86k
Gregory lake",London,ZT41 6YW,2023-12-29,Event,Active,Post
6333,Leigh,Scott,leigh.scott@btinternet.com,01154960342,487 Leach springs,South Sianport,HR4N 9XR,2024-09-30,Online,Lapsed,Email
6334,Jack,West,jack.west@btinternet.com,+44191 496 0138,056 Alice ramp,Birmingham,L6 1HE,2023-02-06,Online,Active,None
6335,Jeremy,Carr,jeremy.carr@yahoo.co.uk,01632 960465,3 Daniels canyon,London,L6T 6YF,2021-01-13,Direct Mail,Deceased,Email
6336,Jennifer,Howard,jennifer.howard@yahoo.co.uk,,597 Hugh mountains,Newcastle,B1C 2YN,2023-06-12,Direct Mail,Active,Email
6337,Jordan,Wilson,jordan.wilson@hotmail.co.uk,(0808) 157 0409,"Studio 46
Daly manor",Bristol,FY2A 3RS,2022-07-26,Direct Mail,Active,None
6338,Michelle,Owen,michelle.owen@gmail.com,(0909) 8790485,1 Price road,Anthonyland,M7 7BU,2021-10-21,Direct Mail,Active,None
6339,Jane,Dixon,jane.dixon@gmail.com,(01632) 960 864,"Studio 8
Gillian keys",West Jade,G52 6AJ,2024-07-01,Legacy,Lapsed,None
6340,Debra,Kennedy,debra.kennedy@btinternet.com,(0306)9990216,"Flat 55Q
Anthony field",Birmingham,SA6P 7RS,2023-05-19,Event,Active,Email
6341,Holly,Collins,holly.collins@btinternet.com,(01632)960010,98 Charlotte light,East Briantown,L9 0DZ,2022-06-08,Telemarkating,Active,Post
6342,Peter,Kennedy,peter.kennedy,+44(0)131 4960863,359 Arthur cape,West Garryton,DN9 5PF,2024-10-29,Event,Lapsed,Email
6343,Christine,Nicholls,christine.nicholls@hotmail.co.uk,(0114)4960016,"Flat 99
Houghton walks",Birmingham,HR7B 2XB,2024-10-31,Direct Mail,Lapsed,Email
6344,Leah,Jenkins,leah.jenkins@hotmail.co.uk,+44(0)1164960006,"Flat 88
Leanne isle",Georgeville,N1 4EF,2024-01-17,Direct Mail,Active,Post
6345,Shaun,Cooper,shaun.cooper@outlook.com,(0161) 496 0433,073 Johnson keys,Sheffield,G9 8QB,2023-11-14,Direct Mail,Active,Phone
6346,Wayne,Johnson,wayne.johnson@yahoo.co.uk,+448081570829,"Flat 1
Watkins mill",Lake Nigelborough,CM77 5RX,2023-01-30,Direct Mail,Active,Email
6347,Alice,Pickering,alice.pickering@btinternet.com,+44(0)131 496 0662,92 Stevens islands,London,S6U 1TA,2024-02-25,Online,Active,Phone
6348,Lindsey,Willis,lindsey.willis@outlook.com,+44114 496 0195,150 Morris road,Taylorstad,E4G 9XZ,2022-09-07,Event,Active,Phone
6349,Stewart,Newman,stewart.newman@yahoo.co.uk,01134960057,"Flat 04y
Leon forks",Christianhaven,L9 4JH,2021-11-27,Direct Mail,Active,Post
6350,Shane,Roberts,shane.roberts@btinternet.com,01914960247,131 Wayne parkways,Bristol,N6C 8XS,2024-03-05,Direct Mail,Lapsed,Post
6351,Megan,Powell,megan.powell@outlook.com,0121 496 0817,9 Walton avenue,Bristol,ST58 2SN,2024-05-11,Telemarkating,Lapsed,Post
6352,Jodie,Burke,jodie.burke@yahoo.co.uk,,"Studio 7
Jones spur",London,PH3 9UP,2022-04-08,Legacy,Lapsed,Email
6353,Lindsey,Simpson,lindsey.simpson@yahoo.co.uk,,"Studio 36g
Jay path",Nottingham,CM2B 6XH,2020-01-11,Direct Mail,Active,Email
6354,Joshua,Bibi,joshua.bibi@hotmail.co.uk,+44131 4960522,"Studio 7
Murphy field",East Lesleyfurt,B0 2BE,2021-06-30,Online,Active,Email
6355,Anna,Tyler,anna.tyler@outlook.com,+44118 496 0685,"Studio 00
Leon parkway",Bristol,N90 0YQ,2023-04-21,Online,Active,Email
6356,Dennis,Ross,dennis.ross@gmail.com,+44118 4960784,"Studio 96x
Brandon gardens",Nottingham,W6 0SD,2020-09-01,Online,Lapsed,Email
6357,Tracey,Taylor,tracey.taylor@yahoo.co.uk,028 9018826,10 Rachel isle,London,W3 8YE,2023-06-05,Legacy,Lapsed,Phone
6358,Caroline,Matthews,caroline.matthews@gmail.com,,"Flat 90
Pugh path",Laneville,G7 9PB,2024-04-29,Online,Active,Email
6359,Stacey,Murray,stacey.murray@outlook.com,+44(0)161 4960077,"Studio 88W
Smith station",Nottingham,M84 8AN,2020-10-25,Event,Lapsed,Email
6360,Kenneth,Charlton,kenneth.charlton@yahoo.co.uk,+44(0)20 7496 0463,9 Henry valley,London,EC3 7LL,2023-12-15,Online,Active,Email
6361,Alex,Davies,alex.davies@outlook.com,029 2018 0489,02 Fry gardens,London,TS6 8RL,2024-07-15,Event,Active,Phone
6362,Ross,Clarke,ross.clarke@outlook.com,+44(0)1174960978,61 Parry way,London,E6C 2JZ,2023-02-23,Telemarkating,Active,Post
6363,Carl,Adams,carl.adams@gmail.com,01914960571,"Flat 88b
Sarah park",Birmingham,RG3 3XQ,2024-06-07,Online,Active,Post
6364,Declan,Carroll,declan.carroll@hotmail.co.uk,+44191 496 0715,73 Joseph meadows,West Joshview,MK7E 2WE,2023-10-27,Direct Mail,Active,Phone
6365,Geraldine,Robinson,geraldine.robinson@outlook.com,+44(0)909 8790856,"Studio 2
Jones meadow",Birmingham,W4 7YN,2024-04-07,Direct Mail,Active,Email
6366,Nicole,Andrews,nicole.andrews@gmail.com,0306 9990891,"Studio 93d
Dennis highway",London,N0D 5QX,2023-04-01,Telemarkating,Active,Post
6367,Martyn,Ingram,martyn.ingram@gmail.com,+44(0)161 4960429,"Studio 6
Diane mall",Port Joanna,CR99 7SX,2020-05-30,Direct Mail,Active,Email
6368,Reece,Smith,,+4429 2018227,5 Kathleen via,Birmingham,E4G 1XQ,2024-01-07,Online,Active,Email
6369,Mark,Wood,mark.wood@hotmail.co.uk,,"Studio 33
Clive lake",Lake Cherylbury,L1K 9JU,2024-03-15,Online,Lapsed,Email
6370,Alison,Briggs,alison.briggs@outlook.com,(01632)960416,"Flat 4
Edwards point",South Rosschester,B2F 6NN,2022-11-25,Online,Active,Email
6371,Peter,Kelly,peter.kelly@yahoo.co.uk,(01632)960943,"Flat 06
Amber club",Lake Dorothy,DH9 8JD,2024-02-07,Telemarkating,Active,Phone
6372,Grace,Lewis,grace.lewis@yahoo.co.uk,+44(0)1414960209,"Flat 5
White village",Hortonmouth,L08 2AT,2024-09-15,Online,Lapsed,Email
6373,Tracey,Lewis,tracey.lewis@hotmail.co.uk,+44(0)909 879 0725,682 Hewitt green,Port Joanne,PH4E 1HJ,2021-08-11,Telemarkating,Lapsed,Post
6374,Christine,Baldwin,christine.baldwin@btinternet.com,(0115) 496 0700,"Studio 01
Megan brooks",Birmingham,W1 4XB,2021-01-04,Direct Mail,Active,Post
6375,Gemma,Long,gemma.long@yahoo.co.uk,+44121 496 0532,7 Sullivan springs,Liverpool,N07 1DY,2023-01-16,Telemarkating,Active,Email
6376,Bethan,Bolton,bethan.bolton@hotmail.co.uk,0141 496 0367,"Flat 1
Annette corners",Mariehaven,M8C 5LE,2024-06-26,Direct Mail,Lapsed,Post
6377,Bradley,Hamilton,bradley.hamilton@btinternet.com,+441144960392,84 Armstrong prairie,East Jordan,L3 7EW,2024-02-25,Telemarkating,Lapsed,Email
6378,Denis,Steele,denis.steele@yahoo.co.uk,+44(0)151 4960166,80 Archer village,Manchester,E6A 9JL,2021-10-17,Direct Mail,Active,Email
6379,Joanna,Cooper,joanna.cooper@btinternet.com,(0118) 496 0860,97 Mitchell route,Evansside,N9C 5EF,2023-09-09,Telemarkating,Active,Email
6380,Lydia,Hall,lydia.hall@hotmail.co.uk,+441914960120,553 Carol bypass,Sheffield,BB07 9AP,2023-06-23,Online,Active,Phone
6381,Frank,Johnston,frank.johnston@outlook.com,(0161) 496 0117,"Flat 68
Holly tunnel",New Charlieview,N4S 4WL,2024-10-22,Direct Mail,Lapsed,Email
6382,Abbie,Johnston,abbie.johnston@btinternet.com,(0115)4960464,"Flat 03i
Jean coves",Jacksonchester,LA06 9GS,2024-09-01,Event,Lapsed,Email
6383,Gillian,Moore,gillian.moore@outlook.com,(028) 9018 0809,"Studio 30
Gregory drives",South Karenville,TQ1 4FD,2024-05-28,Legacy,Active,Post
6384,Valerie,Clayton,valerie.clayton@btinternet.com,0113 4960551,04 Atkinson manor,Williamland,PR8N 1YL,2023-03-28,Online,Active,Post
6385,Wayne,Fisher,wayne.fisher@hotmail.co.uk,(0121) 496 0476,15 Wood skyway,Robertsmouth,DA50 8TH,2022-03-24,Online,Lapsed,Email
